"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
NA,NA,NA,NA,NA,NA,"22214170","22214170","22214170","22214170","22214170","22214170","22214170","22214170","22214170"
"22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180","22214180"
"22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230","22214230"
"22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275","22214275"
"22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279","22214279"
"22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280","22214280"
"22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100","22221100"
"22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200","22221200"
"22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300","22221300"
"22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450","22221450"
"22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470","22221470"
"22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910","22221910"
"22221920","22221920","22221920","22221920","22221920","22221920","22221925","22221925","22221925","22221925","22221925","22221925","22221925","22221925","22221925"
"22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155","22231155"
"22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159","22231159"
"22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190","22231190"
"22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250","22231250"
"22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270","22231270"
"22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290","22231290"
"22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300","22231300"
"22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450","22231450"
"22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470","22231470"
"22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950","22231950"
"22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990","22231990"
"22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000","22232000"
"22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130","22292130"
"22292150","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140","22292140"
"22292270","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240","22292240"
"22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320","22292320"
"22292350","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340","22292340"
"22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400","22292400"
"22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500","22292500"
"22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610","22292610"
"22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620","22292620"
"22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630","22292630"
"22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910","22292910"
"22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920","22292920"
"22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110","22299110"
"22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125","22299125"
"22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127","22299127"
"22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130","22299130"
"22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140","22299140"
"22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150","22299150"
"22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180","22299180"
"22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193","22299193"
"22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197","22299197"
NA,"23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110","23111110"
NA,NA,"23111130","23111130","23111130","23111130","23111130","23111130","23111130","23111130","23111130","23111130","23111130","23111130","23111130"
NA,NA,NA,NA,NA,NA,NA,NA,"23111150","23111150","23111150","23111150","23111150","23111150","23111150"
"23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212","23111212"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"23111214","23111214","23111214","23111214","23111214","23111214"
"23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217","23111217"
"23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230","23111230"
"23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290","23111290"
